输入,预期输出,实际输出,结果
1. 价格问题，我买的时候3899，我安装过程中他们就降到3599，骗我说是系统问题。过了不久到现在都是3499，我联系你们，他们就改口说是降价了，但不会退差价。你们京东不能管差价问题，至少管一下商家欺骗买家的诚信问题吧。,1,1.0,正确
1.优惠券故意藏着让人未领到。2.广告说送音箱棒结果不送。3.退货优惠券返回来突然不给用。 还有个屁优惠！,1,1.0,正确
1会我在打1个电话去- -太坑人了,1,1.0,正确
1、?\你们客服电话不是说重新开的发票5天内寄的么。怎么还没收到。\\2、?\不是说过不要给我维修机为什么还要搞这种欺骗的恶劣行为，包装破烂开封除了硬盘和以前不同其它完全一样，虽然sn变了个新号但昨天点网上注册时自动识别就是以前机的sn，完全是换了个新马甲，\\3、?\对你们这种行为严重失望。,1,1.0,正确
1、 你们欺骗消费者 浪费我我很长时间 2、客服问题没有解决,1,1.0,正确
1。 你们活动没有明确的解释，完全是忽悠着消费者去填写你们需要的信息， 完成你们产品的推广，???2，消费者 在输入了所有信息之后，得到的结果与你们描述的不一致，得到的解释是， 活动的流程跟解释的不一致，,1,1.0,正确
1你妈,1,1.0,正确
1.你认为京东在我这事上欺骗顾客吗？,1,1.0,正确
1.你认为京东在我这事上欺骗顾客吗？\2.订单跟踪里发那个配送员已出发配送的通知后，你可以接受几个小时内收到货？\3.你认为我通过正规流程有机会达成我的诉求么？,1,1.0,正确
1、假货 ?网上说是牛皮 实际是pu?2、慢 等了20多天才收到第一双 而且中间无人告知我,1,1.0,正确
1元换购 太坑爹！? 你知道我为什么要取消订单吗。。。。,1,1.0,正确
1分钟之内不来电，就说明你们是畜生啊！从15:58:05开始计时,1,1.0,正确
1分钟之内给老子退款,1,1.0,正确
1到7个工作日，早他妈的锅了,1,1.0,正确
1到7天等不及，就今天吧，上次也这样骗我，最后还不是1天就到账了，别忽悠人,1,1.0,正确
1匹的，昨天铜牌以上会员1899，原价1999，现在又恢复了1999了，10号还1899呢，我本来想买1899的来着，你们的客服我问了下，忽悠我说太小，要买2099的,1,1.0,正确
1千多的扫地机跟本就给说的是2回事，我当垃圾放一边，还不给退,1,1.0,正确
"1.华为手机套件hisuite安装不了程序,一直提示超时,即使在装一个程序的情况下.一直在那读条,只能强制结束hisuite程序.2.手机声音太小,音质太差,完全不是dts的音效,有时候放歌会卡在一个频率,无法继续播放,完全无法用来听音乐,打电话的声音小得更是可怜.看视频一样的,放着视频声音一卡一卡的.3.手机滑屏反应过慢,手势已经做了很久了,手机还是完全没反应.4.拍照的质量就更不用说了,哪里有13000万像素,完全是忽悠人.",1,1.0,正确
1号买的 今天6号了！！ 还是一堆垃圾在家里堆着！！,1,1.0,正确
1号就到了，今天3号，还在核实检测报告信息，难道这些人是弱智吗？,1,1.0,正确
1号就收到我的货了，今天15号，京东承诺7-15天换新货，你说10个工作日，这不是扯淡吗？,1,1.0,正确
"1号的时候联系你们你说等几天,可他妈的都等了半个月了",1,1.0,正确
1周前给我电话 今天都不兑现 说话和放屁似的,1,1.0,正确
"1、商品缺件，少上下2个床垫，发货前已于商家客服联系，确认了有2个上下床垫。收货时已清点，并让送递员写了少2个床垫的证明。 2、厂家送货过慢，春节前订货，说节后就送，系统显示2014-02-08 15:32:25\货物已交付德邦物流,运单号为171508910北欧童话旗舰店。但是该订单一直无法查询，与商家客服联系一直推脱说已经发货，经多次联系，直至2月25日才收到货。而江苏徐州到北京物流只需要3-5天。商家一直在拖时间，欺骗消费者。 3、商家客服及京东客服均表示确认缺货后立即补发，经多次联系，最新进展是说3月4号已补发，但至今未提供运单号。京东短信3月8号提示：本周内收货，现在已经周一了还未收到货，也无物流联系。 4、订货前与商家客服联系说春节前订货，完成订单后返现50（有聊天截图），至今未收到。",1,1.0,正确
1、商家以较低的价格出售商品，但实际发送商品数量存在严重问题牟利！ 在快递面单，货物清单中均显示10套信息，但实际收到只有一套！存在欺诈欺骗行为！2、商家恶意篡改面单重量，去圆通快递点提取货物时圆通发现面单存在重量问题！面单打印重量为5.1kg，实际到货重量仅为0.33kg；通过圆通内网查询5.1kg非圆通快递自己填写，为商家恶意填写，发出重量为0.34kg！,1,1.0,正确
1                             啥名都被占用                                                                                ：                                                                          这是个垃圾商家 6.1日前 359元 领了满300减130的卷（6.1日-6.3日能用） 优惠劵6.1能用了 鞋子涨价了501 比不活动 不用卷还贵 不要买骗人                                 2014-06-01 00:,1,1.0,正确
1、因为今天是你们那个券的最后一天，所以你们做了手脚，不让用。但之前的的确确是能用的，因为我同事买了，别忽悠我。,1,1.0,正确
1，壳子变形附图，两台机器分别安装都出现这个问题2，质量有问题。用几天就裂了，什么垃圾产品,1,1.0,正确
1天1天1天1天1天的忽悠我？？不来3天了？,1,1.0,正确
1天天说等两天 ?这招不管用了 ?你靠边站 解决不了你滚蛋,1,1.0,正确
1天就那一个电话  提裤子还要盯着手机？   老子耐心已经让我不得不骂人了,1,1.0,正确
1天提交好多到了  什么专员不专员吗  鸡巴发口,1,1.0,正确
1天没问，这几把破订单给老子完成了？,1,1.0,正确
1天能从北京到浙江 你忽悠谁呢？,1,1.0,正确
1. 夺宝岛售卖的商品可能配件不齐全，或与京东正常销售的商品附件有差异，具体情况请参照夺宝岛商品信息页面说明；2. 夺宝岛商品页面图片所引用为京东商品图片，非拍摄的实物图片，请您仔细阅读夺宝岛商品信息页面中的具体说明，并以您收到的实物为准；3. 夺宝岛绝不销售水货、假货，请您放心选购。,1,1.0,正确
1. 夺宝岛售卖的商品可能配件不齐全，或与京东正常销售的商品附件有差异，具体情况请参照夺宝岛商品信息页面说明；2. 夺宝岛商品页面图片所引用为京东商品图片，非拍摄的实物图片，请您仔细阅读夺宝岛商品信息页面中的具体说明，并以您收到的实物为准；3. 夺宝岛绝不销售水货、假货，请您放心选购。-----这1,1,1.0,正确
1          好大的味                           ：                                    垃圾！布料太差，出了个大口子！千成别买！绝对后悔！下面评价的都是它们的拖！              2014-03-18 16:11,1,1.0,正确
1          好大的味                           ：                                    掉色严重！面料垃圾！不信你用水涮一下！客服那女的还跟被推了是的！              2014-03-23 10:10,1,1.0,正确
1客服问题 ? 很垃圾 会追究 ? ?关怀部 说是主管 扣我定单很多天 不回 ?了断本人电话 ?本人天天反馈问题 ?投诉部门不处理 ?次次不针对这个问题回复 ?我感觉很次 不作为,1,1.0,正确
1、就是投诉上上个的客服人员，完全胡说八道，你们已经记录了,1,1.0,正确
1就是投诉反馈你们垃圾售后个别脑残人员,1,1.0,正确
1. 工号2095和6403承诺消费者第2天给答复，结果未能答复，其行为为欺骗消费者,1,1.0,正确
1年包修是放屁呀,1,1.0,正确
1.很不幸，我买到了假货。2.更不幸，联系你们京东一拖再拖，搞了8天，最终卖家才赔偿。3.尤为不幸的事，你们京东从来不没有正视这个问题,1,1.0,正确
1）成色垃圾,1,1.0,正确
1、我参加这个活动，抢的券和发的券不一样，受到了欺骗，这是其一。2、你们客服几次承诺会解决，却没有付诸实施，这是其二。 ?如果你们确认不会解决，你们就直接告诉我，那也可以，告诉我会解决，却没有解决，这是不是叫做错上加错？,1,1.0,正确
1、我失业了2、你们公司上市了越来越垃圾了3、你们的商品老是有质量问题,1,1.0,正确
1我定的车，你们发来的不是我要的。2我换货，车你们早已收到，可是没人给我办理。3我的留言没人给我回复。4过了好几天，音讯全无，我打电话才告知我没有货。5我现在要求退货，也没人给我办理。6没有货，还放图让顾客拍这不是欺骗吗？！,1,1.0,正确
1.我投诉页面上“红色大字体”写着“晒单再返300京券”，但客户晒单后没有返券。?2.投诉昨天所谓的专员工号0323无法解释客户投诉的问题。3.对客户投诉三星电视这一返券活动没有明细说明，在客户买了产品后竟然说要通过你们京东内部“审核”后才能返券，明显是用“虚假广告大字宣传”，但没有说明这是有条件的返券。客户买了产品后没有得到宣传广告时的返券，你们京东这是“欺骗行为”。以上投诉写进去。,1,1.0,正确
"1:我操你妈京东，给个烂手机，先是发短信点进入发短信页面，触屏不灵不动,再返回就死机重开才可以,2:先照相,一按照相,就说照相故障，重开机才可以.2013-11-26买的,才半年没有，4个月问题多多,要求换新不可以,",1,1.0,正确
"1:我操你妈京东，给个烂手机，先是发短信点进入发短信页面，触屏不灵不动,再返回就死机重开才可以,2:先照相,一按照相,就说照相故障，重开机才可以.2013-11-26买的,才半年没有，4个月问题多多,要求换新不可以,那要修,一个刚买4个月的机现机修了还有用吗?早知买三寨也比你这强,现知你们京东有多差.以后帮你好好宣传下你们京东机只能用15天.以后等着修就可以了,因为可能是2手才会,你们京东2手当正品卖，15天用的了没事到时有问题跟买家修就可以,想的还是很周全.不然谁机会4个月了现2个问题。地摊货也不会.真火妈的.",1,1.0,正确
1我操你妈的,1,1.0,正确
1\\\\\                                        我是一个小胖\：\\我跟你同样遭遇，麻痹两次了 上次买家电给,1,1.0,正确
1、我是预约抢到的空调，买之前有说完成订单后，立即返卷200，但前天已经完成订单，到现在都没有返卷；2、联系客服，一直说有的，叫我耐心等，但都没有结果，不知道是不是再忽悠我；3、如果实在是没有，那我要求申请退货了，不想被你们欺骗,1,1.0,正确
1我要知道是否发货，2为何京东系统给出假运单号，3是否在有意欺骗,1,1.0,正确
1我账户现在没有，2，到时间你们没有给我卷，导致我3.8那天要买东西用不了卷，3，你们京东没有信用，欺骗消费者，说返卷到时间不返卷，不来问，请问还有吗？,1,1.0,正确
